Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model]	Parameter Value[Column type]	Parameter Value[Guard column]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
B-67	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-67	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-67	FILES/RAW_FILES/neg/B-67.raw	Data transformation	B-67	FILES/DERIVED_FILES/neg/B-67.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-68	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-68	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-68	FILES/RAW_FILES/neg/B-68.raw	Data transformation	B-68	FILES/DERIVED_FILES/neg/B-68.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-69	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-69	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-69	FILES/RAW_FILES/neg/B-69.raw	Data transformation	B-69	FILES/DERIVED_FILES/neg/B-69.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-70	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-70	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-70	FILES/RAW_FILES/neg/B-70.raw	Data transformation	B-70	FILES/DERIVED_FILES/neg/B-70.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-71	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-71	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-71	FILES/RAW_FILES/neg/B-71.raw	Data transformation	B-71	FILES/DERIVED_FILES/neg/B-71.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-72	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-72	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-72	FILES/RAW_FILES/neg/B-72.raw	Data transformation	B-72	FILES/DERIVED_FILES/neg/B-72.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-73	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-73	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-73	FILES/RAW_FILES/neg/B-73.raw	Data transformation	B-73	FILES/DERIVED_FILES/neg/B-73.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-74	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-74	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-74	FILES/RAW_FILES/neg/B-74.raw	Data transformation	B-74	FILES/DERIVED_FILES/neg/B-74.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-75	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-75	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-75	FILES/RAW_FILES/neg/B-75.raw	Data transformation	B-75	FILES/DERIVED_FILES/neg/B-75.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-76	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-76	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-76	FILES/RAW_FILES/neg/B-76.raw	Data transformation	B-76	FILES/DERIVED_FILES/neg/B-76.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-77	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-77	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-77	FILES/RAW_FILES/neg/B-77.raw	Data transformation	B-77	FILES/DERIVED_FILES/neg/B-77.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-78	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-78	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-78	FILES/RAW_FILES/neg/B-78.raw	Data transformation	B-78	FILES/DERIVED_FILES/neg/B-78.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-79	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-79	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-79	FILES/RAW_FILES/neg/B-79.raw	Data transformation	B-79	FILES/DERIVED_FILES/neg/B-79.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-80	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-80	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-80	FILES/RAW_FILES/neg/B-80.raw	Data transformation	B-80	FILES/DERIVED_FILES/neg/B-80.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-81	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-81	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-81	FILES/RAW_FILES/neg/B-81.raw	Data transformation	B-81	FILES/DERIVED_FILES/neg/B-81.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-82	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-82	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-82	FILES/RAW_FILES/neg/B-82.raw	Data transformation	B-82	FILES/DERIVED_FILES/neg/B-82.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-83	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-83	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-83	FILES/RAW_FILES/neg/B-83.raw	Data transformation	B-83	FILES/DERIVED_FILES/neg/B-83.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-84	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-84	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-84	FILES/RAW_FILES/neg/B-84.raw	Data transformation	B-84	FILES/DERIVED_FILES/neg/B-84.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-85	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-85	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-85	FILES/RAW_FILES/neg/B-85.raw	Data transformation	B-85	FILES/DERIVED_FILES/neg/B-85.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-86	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-86	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-86	FILES/RAW_FILES/neg/B-86.raw	Data transformation	B-86	FILES/DERIVED_FILES/neg/B-86.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-87	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-87	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-87	FILES/RAW_FILES/neg/B-87.raw	Data transformation	B-87	FILES/DERIVED_FILES/neg/B-87.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-88	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-88	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-88	FILES/RAW_FILES/neg/B-88.raw	Data transformation	B-88	FILES/DERIVED_FILES/neg/B-88.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-89	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-89	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-89	FILES/RAW_FILES/neg/B-89.raw	Data transformation	B-89	FILES/DERIVED_FILES/neg/B-89.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-90	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-90	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-90	FILES/RAW_FILES/neg/B-90.raw	Data transformation	B-90	FILES/DERIVED_FILES/neg/B-90.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-91	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-91	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-91	FILES/RAW_FILES/neg/B-91.raw	Data transformation	B-91	FILES/DERIVED_FILES/neg/B-91.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-92	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-92	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-92	FILES/RAW_FILES/neg/B-92.raw	Data transformation	B-92	FILES/DERIVED_FILES/neg/B-92.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-93	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-93	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-93	FILES/RAW_FILES/neg/B-93.raw	Data transformation	B-93	FILES/DERIVED_FILES/neg/B-93.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-94	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-94	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-94	FILES/RAW_FILES/neg/B-94.raw	Data transformation	B-94	FILES/DERIVED_FILES/neg/B-94.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-95	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-95	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-95	FILES/RAW_FILES/neg/B-95.raw	Data transformation	B-95	FILES/DERIVED_FILES/neg/B-95.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-96	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-96	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-96	FILES/RAW_FILES/neg/B-96.raw	Data transformation	B-96	FILES/DERIVED_FILES/neg/B-96.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-97	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-97	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-97	FILES/RAW_FILES/neg/B-97.raw	Data transformation	B-97	FILES/DERIVED_FILES/neg/B-97.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-98	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-98	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-98	FILES/RAW_FILES/neg/B-98.raw	Data transformation	B-98	FILES/DERIVED_FILES/neg/B-98.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-99	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-99	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-99	FILES/RAW_FILES/neg/B-99.raw	Data transformation	B-99	FILES/DERIVED_FILES/neg/B-99.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
